t,mode,px,py,pz,ref_px,ref_py,ref_pz,pos_error,yaw,eso_x,eso_y,eso_z,eso_vx,eso_vy,eso_vz,eso_roll,eso_pitch,eso_yaw,dist_x,dist_y,dist_z,imu_roll,imu_pitch,m1,m2,m3,m4,pid1,pid2,pid3,pid4,eso1,eso2,eso3,eso4
0.016,HOVER,0.0000,0.0000,0.0168,0.0000,0.0000,0.5000,0.4832,0.0000,-0.0000,0.0000,0.0162,-0.0000,0.0000,0.0002,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0001,0.0000,0.0000,467.6,467.6,467.6,467.6,467.6,467.6,467.6,467.6,-0.00,-0.00,-0.00,-0.00
0.024,HOVER,0.0000,0.0000,0.0174,0.0000,0.0000,0.5000,0.4826,0.0000,-0.0000,0.0000,0.0165,-0.0000,0.0000,0.0005,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0002,0.0000,0.0000,44.3,44.3,44.3,44.3,44.3,44.3,44.3,44.3,-0.00,-0.00,-0.00,-0.00
0.032,HOVER,0.0000,0.0000,0.0179,0.0000,0.0000,0.5000,0.4821,0.0000,-0.0000,0.0000,0.0169,-0.0000,0.0000,0.0009,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0003,0.0000,0.0000,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,-0.00,-0.00,-0.00,-0.00
0.040,HOVER,0.0000,0.0000,0.0184,0.0000,0.0000,0.5000,0.4816,0.0000,-0.0000,0.0000,0.0172,-0.0000,0.0000,0.0013,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0004,0.0000,0.0000,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,-0.00,-0.00,-0.00,-0.00
0.048,HOVER,0.0000,0.0000,0.0187,0.0000,0.0000,0.5000,0.4813,0.0000,-0.0000,0.0000,0.0176,-0.0000,0.0000,0.0017,-0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0005,0.0000,0.0000,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,-0.00,-0.00,-0.00,-0.00
0.056,HOVER,0.0000,0.0000,0.0189,0.0000,0.0000,0.5000,0.4811,0.0000,-0.0000,0.0000,0.0179,-0.0000,0.0000,0.0021,-0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0006,0.0000,0.0000,44.6,44.6,44.6,44.6,44.6,44.6,44.6,44.6,-0.00,-0.00,-0.00,-0.00
0.064,HOVER,0.0000,0.0000,0.0192,0.0000,0.0000,0.5000,0.4808,0.0000,-0.0000,0.0000,0.0183,-0.0000,0.0000,0.0024,-0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0007,0.0000,0.0000,44.6,44.6,44.6,44.6,44.6,44.6,44.6,44.6,-0.00,-0.00,-0.00,-0.00
0.072,HOVER,0.0000,0.0000,0.0193,0.0000,0.0000,0.5000,0.4807,0.0000,-0.0000,0.0000,0.0185,-0.0000,0.0000,0.0027,-0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0008,0.0000,0.0000,44.7,44.7,44.7,44.7,44.7,44.7,44.7,44.7,-0.00,-0.00,-0.00,-0.00
0.080,HOVER,0.0000,0.0000,0.0195,0.0000,0.0000,0.5000,0.4805,0.0000,-0.0000,0.0000,0.0188,-0.0000,0.0000,0.0029,-0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0009,0.0000,0.0000,44.7,44.7,44.7,44.7,44.7,44.7,44.7,44.7,-0.00,-0.00,-0.00,-0.00
0.088,HOVER,0.0000,0.0000,0.0196,0.0000,0.0000,0.5000,0.4804,0.0000,-0.0000,0.0000,0.0190,-0.0000,0.0000,0.0031,-0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0009,0.0000,0.0000,44.7,44.7,44.7,44.7,44.7,44.7,44.7,44.7,-0.00,-0.00,-0.00,-0.00
0.096,HOVER,0.0000,0.0000,0.0196,0.0000,0.0000,0.5000,0.4804,0.0000,-0.0000,0.0000,0.0192,-0.0000,0.0000,0.0033,-0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0010,0.0000,0.0000,44.8,44.8,44.8,44.8,44.8,44.8,44.8,44.8,-0.00,-0.00,-0.00,-0.00
0.104,HOVER,0.0000,0.0000,0.0197,0.0000,0.0000,0.5000,0.4803,0.0000,-0.0000,0.0000,0.0193,-0.0000,0.0000,0.0034,-0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0010,0.0000,0.0000,44.8,44.8,44.8,44.8,44.8,44.8,44.8,44.8,-0.00,-0.00,-0.00,-0.00
0.112,HOVER,0.0000,0.0000,0.0198,0.0000,0.0000,0.5000,0.4802,0.0000,-0.0000,0.0000,0.0195,-0.0000,0.0000,0.0035,-0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0011,0.0000,0.0000,44.8,44.8,44.8,44.8,44.8,44.8,44.8,44.8,-0.00,-0.00,-0.00,-0.00
0.120,HOVER,0.0000,0.0000,0.0198,0.0000,0.0000,0.5000,0.4802,0.0000,-0.0000,0.0000,0.0196,-0.0000,0.0000,0.0036,-0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0011,0.0000,0.0000,44.8,44.8,44.8,44.8,44.8,44.8,44.8,44.8,-0.00,-0.00,-0.00,-0.00
0.128,HOVER,0.0000,0.0000,0.0198,0.0000,0.0000,0.5000,0.4802,0.0000,-0.0000,0.0000,0.0197,-0.0000,0.0000,0.0037,-0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0011,0.0000,0.0000,44.8,44.8,44.8,44.8,44.8,44.8,44.8,44.8,-0.00,-0.00,-0.00,-0.00
0.136,HOVER,0.0000,0.0000,0.0199,0.0000,0.0000,0.5000,0.4801,0.0000,-0.0000,0.0000,0.0197,-0.0000,0.0000,0.0038,-0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0011,0.0000,0.0000,44.8,44.8,44.8,44.8,44.8,44.8,44.8,44.8,-0.00,-0.00,-0.00,-0.00
0.144,HOVER,0.0000,0.0000,0.0199,0.0000,0.0000,0.5000,0.4801,0.0000,-0.0000,0.0000,0.0198,-0.0000,0.0000,0.0038,-0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0011,0.0000,0.0000,44.8,44.8,44.8,44.8,44.8,44.8,44.8,44.8,-0.00,-0.00,-0.00,-0.00
0.152,HOVER,0.0000,0.0000,0.0199,0.0000,0.0000,0.5000,0.4801,0.0000,-0.0000,0.0000,0.0199,-0.0000,0.0000,0.0039,-0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0011,0.0000,0.0000,44.8,44.8,44.8,44.8,44.8,44.8,44.8,44.8,-0.00,-0.00,-0.00,-0.00
0.160,HOVER,0.0000,0.0000,0.0199,0.0000,0.0000,0.5000,0.4801,0.0000,-0.0000,0.0000,0.0199,-0.0000,0.0000,0.0039,-0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0011,0.0000,0.0000,44.8,44.8,44.8,44.8,44.8,44.8,44.8,44.8,-0.00,-0.00,-0.00,-0.00
0.168,HOVER,0.0000,0.0000,0.0199,0.0000,0.0000,0.5000,0.4801,0.0000,-0.0000,0.0000,0.0199,-0.0000,0.0000,0.0039,-0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0011,0.0000,0.0000,44.8,44.8,44.8,44.8,44.8,44.8,44.8,44.8,-0.00,-0.00,-0.00,-0.00
0.176,HOVER,0.0000,0.0000,0.0200,0.0000,0.0000,0.5000,0.4800,0.0000,-0.0000,0.0000,0.0200,-0.0000,0.0000,0.0039,-0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0011,0.0000,0.0000,44.8,44.8,44.8,44.8,44.8,44.8,44.8,44.8,-0.00,-0.00,-0.00,-0.00
0.184,HOVER,0.0000,0.0000,0.0200,0.0000,0.0000,0.5000,0.4800,0.0000,-0.0000,0.0000,0.0200,-0.0000,0.0000,0.0039,-0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0011,0.0000,0.0000,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,-0.00,-0.00,-0.00,-0.00
0.192,HOVER,0.0000,0.0000,0.0200,0.0000,0.0000,0.5000,0.4800,0.0000,-0.0000,0.0000,0.0200,-0.0000,0.0000,0.0039,-0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0011,0.0000,0.0000,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,-0.00,-0.00,-0.00,-0.00
0.200,HOVER,0.0000,0.0000,0.0200,0.0000,0.0000,0.5000,0.4800,0.0000,-0.0000,0.0000,0.0200,-0.0000,0.0000,0.0039,-0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0011,0.0000,0.0000,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,-0.00,-0.00,-0.00,-0.00
0.208,HOVER,0.0000,0.0000,0.0200,0.0000,0.0000,0.5000,0.4800,0.0000,-0.0000,0.0000,0.0200,-0.0000,0.0000,0.0039,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0011,0.0000,0.0000,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,-0.00,-0.00,-0.00,-0.00
0.216,HOVER,0.0000,0.0000,0.0200,0.0000,0.0000,0.5000,0.4800,0.0000,-0.0000,0.0000,0.0200,-0.0000,0.0000,0.0039,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0011,0.0000,0.0000,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,-0.00,-0.00,-0.00,-0.00
0.224,HOVER,0.0000,0.0000,0.0200,0.0000,0.0000,0.5000,0.4800,0.0000,-0.0000,0.0000,0.0200,-0.0000,0.0000,0.0038,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0011,0.0000,0.0000,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,-0.00,-0.00,-0.00,-0.00
0.232,HOVER,0.0000,0.0000,0.0200,0.0000,0.0000,0.5000,0.4800,0.0000,-0.0000,0.0000,0.0201,-0.0000,0.0000,0.0038,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0011,0.0000,0.0000,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,-0.00,-0.00,-0.00,-0.00
0.240,HOVER,0.0000,0.0000,0.0200,0.0000,0.0000,0.5000,0.4800,0.0000,-0.0000,0.0000,0.0201,-0.0000,0.0000,0.0038,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0011,0.0000,0.0000,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,-0.00,-0.00,-0.00,-0.00
0.248,HOVER,0.0000,0.0000,0.0200,0.0000,0.0000,0.5000,0.4800,0.0000,-0.0000,0.0000,0.0201,-0.0000,0.0000,0.0038,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0011,0.0000,0.0000,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,-0.00,-0.00,-0.00,-0.00
0.256,HOVER,0.0000,0.0000,0.0200,0.0000,0.0000,0.5000,0.4800,0.0000,-0.0000,0.0000,0.0201,-0.0000,0.0000,0.0038,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0011,0.0000,0.0000,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,-0.00,-0.00,-0.00,-0.00
0.264,HOVER,0.0000,0.0000,0.0200,0.0000,0.0000,0.5000,0.4800,0.0000,-0.0000,0.0000,0.0201,-0.0000,0.0000,0.0037,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0011,0.0000,0.0000,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,-0.00,-0.00,-0.00,-0.00
0.272,HOVER,0.0000,0.0000,0.0200,0.0000,0.0000,0.5000,0.4800,0.0000,-0.0000,0.0000,0.0201,-0.0000,0.0000,0.0037,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0011,0.0000,0.0000,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,-0.00,-0.00,-0.00,-0.00
0.280,HOVER,0.0000,0.0000,0.0200,0.0000,0.0000,0.5000,0.4800,0.0000,-0.0000,0.0000,0.0201,-0.0000,0.0000,0.0037,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0010,0.0000,0.0000,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,-0.00,-0.00,-0.00,-0.00
0.288,HOVER,0.0000,0.0000,0.0200,0.0000,0.0000,0.5000,0.4800,0.0000,-0.0000,0.0000,0.0201,-0.0000,0.0000,0.0037,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0010,0.0000,0.0000,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,-0.00,-0.00,-0.00,-0.00
0.296,HOVER,0.0000,0.0000,0.0200,0.0000,0.0000,0.5000,0.4800,0.0000,-0.0000,0.0000,0.0201,-0.0000,0.0000,0.0037,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0010,0.0000,0.0000,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,-0.00,-0.00,-0.00,-0.00
0.304,HOVER,0.0000,0.0000,0.0200,0.0000,0.0000,0.5000,0.4800,0.0000,-0.0000,0.0000,0.0201,-0.0000,0.0000,0.0036,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0010,0.0000,0.0000,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,-0.00,-0.00,-0.00,-0.00
0.312,HOVER,0.0000,0.0000,0.0200,0.0000,0.0000,0.5000,0.4800,0.0000,-0.0000,0.0000,0.0201,-0.0000,0.0000,0.0036,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0010,0.0000,0.0000,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,-0.00,-0.00,-0.00,-0.00
0.320,HOVER,0.0000,0.0000,0.0200,0.0000,0.0000,0.5000,0.4800,0.0000,-0.0000,0.0000,0.0201,-0.0000,0.0000,0.0036,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0010,0.0000,0.0000,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,-0.00,-0.00,-0.00,-0.00
0.328,HOVER,0.0000,0.0000,0.0200,0.0000,0.0000,0.5000,0.4800,0.0000,-0.0000,0.0000,0.0201,-0.0000,0.0000,0.0036,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0010,0.0000,0.0000,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,-0.00,-0.00,-0.00,-0.00
0.336,HOVER,0.0000,0.0000,0.0200,0.0000,0.0000,0.5000,0.4800,0.0000,-0.0000,0.0000,0.0201,-0.0000,0.0000,0.0035,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0010,0.0000,0.0000,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,-0.00,-0.00,-0.00,-0.00
0.344,HOVER,0.0000,0.0000,0.0200,0.0000,0.0000,0.5000,0.4800,0.0000,-0.0000,0.0000,0.0201,-0.0000,0.0000,0.0035,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0010,0.0000,0.0000,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,-0.00,-0.00,-0.00,-0.00
0.352,HOVER,0.0000,0.0000,0.0200,0.0000,0.0000,0.5000,0.4800,0.0000,-0.0000,0.0000,0.0201,-0.0000,0.0000,0.0035,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0010,0.0000,0.0000,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,-0.00,-0.00,-0.00,-0.00
0.360,HOVER,0.0000,0.0000,0.0200,0.0000,0.0000,0.5000,0.4800,0.0000,-0.0000,0.0000,0.0201,-0.0000,0.0000,0.0035,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0010,0.0000,0.0000,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,-0.00,-0.00,-0.00,-0.00
0.368,HOVER,0.0000,0.0000,0.0200,0.0000,0.0000,0.5000,0.4800,0.0000,-0.0000,0.0000,0.0201,-0.0000,0.0000,0.0035,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0009,0.0000,0.0000,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,-0.00,-0.00,-0.00,-0.00
0.376,HOVER,0.0000,0.0000,0.0200,0.0000,0.0000,0.5000,0.4800,0.0000,-0.0000,0.0000,0.0201,-0.0000,0.0000,0.0034,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0009,0.0000,0.0000,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,-0.00,-0.00,-0.00,-0.00
0.384,HOVER,0.0000,0.0000,0.0200,0.0000,0.0000,0.5000,0.4800,0.0000,-0.0000,0.0000,0.0201,-0.0000,0.0000,0.0034,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0009,0.0000,0.0000,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,-0.00,-0.00,-0.00,-0.00
0.392,HOVER,0.0000,0.0000,0.0200,0.0000,0.0000,0.5000,0.4800,0.0000,-0.0000,0.0000,0.0201,-0.0000,0.0000,0.0034,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0009,0.0000,0.0000,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,-0.00,-0.00,-0.00,-0.00
0.400,HOVER,0.0000,0.0000,0.0200,0.0000,0.0000,0.5000,0.4800,0.0000,-0.0000,0.0000,0.0201,-0.0000,0.0000,0.0034,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0009,0.0000,0.0000,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,-0.00,-0.00,-0.00,-0.00
0.408,HOVER,0.0000,0.0000,0.0200,0.0000,0.0000,0.5000,0.4800,0.0000,-0.0000,0.0000,0.0201,-0.0000,0.0000,0.0033,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0009,0.0000,0.0000,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,-0.00,-0.00,-0.00,-0.00
0.416,HOVER,0.0000,0.0000,0.0200,0.0000,0.0000,0.5000,0.4800,0.0000,-0.0000,0.0000,0.0201,-0.0000,0.0000,0.0033,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0009,0.0000,0.0000,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,-0.00,-0.00,-0.00,-0.00
0.424,HOVER,0.0000,0.0000,0.0200,0.0000,0.0000,0.5000,0.4800,0.0000,-0.0000,0.0000,0.0201,-0.0000,0.0000,0.0033,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0009,0.0000,0.0000,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,-0.00,-0.00,-0.00,-0.00
0.432,HOVER,0.0000,0.0000,0.0200,0.0000,0.0000,0.5000,0.4800,0.0000,-0.0000,0.0000,0.0201,-0.0000,0.0000,0.0033,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0009,0.0000,0.0000,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,-0.00,-0.00,-0.00,-0.00
0.440,HOVER,0.0000,0.0000,0.0200,0.0000,0.0000,0.5000,0.4800,0.0000,-0.0000,0.0000,0.0201,-0.0000,0.0000,0.0033,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0009,0.0000,0.0000,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,-0.00,-0.00,-0.00,-0.00
0.448,HOVER,0.0000,0.0000,0.0200,0.0000,0.0000,0.5000,0.4800,0.0000,-0.0000,0.0000,0.0201,-0.0000,0.0000,0.0032,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0009,0.0000,0.0000,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,-0.00,-0.00,-0.00,-0.00
0.456,HOVER,0.0000,0.0000,0.0200,0.0000,0.0000,0.5000,0.4800,0.0000,-0.0000,0.0000,0.0201,-0.0000,0.0000,0.0032,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0008,0.0000,0.0000,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,-0.00,-0.00,-0.00,-0.00
0.464,HOVER,0.0000,0.0000,0.0200,0.0000,0.0000,0.5000,0.4800,0.0000,-0.0000,0.0000,0.0201,-0.0000,0.0000,0.0032,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0008,0.0000,0.0000,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,-0.00,-0.00,-0.00,-0.00
0.472,HOVER,0.0000,0.0000,0.0200,0.0000,0.0000,0.5000,0.4800,0.0000,-0.0000,0.0000,0.0201,-0.0000,0.0000,0.0032,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0008,0.0000,0.0000,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,-0.00,-0.00,-0.00,-0.00
0.480,HOVER,0.0000,0.0000,0.0200,0.0000,0.0000,0.5000,0.4800,0.0000,-0.0000,0.0000,0.0201,-0.0000,0.0000,0.0032,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0008,0.0000,0.0000,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,-0.00,-0.00,-0.00,-0.00
0.488,HOVER,0.0000,0.0000,0.0200,0.0000,0.0000,0.5000,0.4800,0.0000,-0.0000,0.0000,0.0201,-0.0000,0.0000,0.0031,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0008,0.0000,0.0000,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,-0.00,-0.00,-0.00,-0.00
0.496,HOVER,0.0000,0.0000,0.0200,0.0000,0.0000,0.5000,0.4800,0.0000,-0.0000,0.0000,0.0201,-0.0000,0.0000,0.0031,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0008,0.0000,0.0000,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,-0.00,-0.00,-0.00,-0.00
0.504,HOVER,0.0000,0.0000,0.0200,0.0000,0.0000,0.5000,0.4800,0.0000,-0.0000,0.0000,0.0201,-0.0000,0.0000,0.0031,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0008,0.0000,0.0000,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,-0.00,-0.00,-0.00,-0.00
0.512,HOVER,0.0000,0.0000,0.0200,0.0000,0.0000,0.5000,0.4800,0.0000,-0.0000,0.0000,0.0201,-0.0000,0.0000,0.0031,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0008,0.0000,0.0000,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,-0.00,-0.00,-0.00,-0.00
0.520,HOVER,0.0000,0.0000,0.0200,0.0000,0.0000,0.5000,0.4800,0.0000,-0.0000,0.0000,0.0201,-0.0000,0.0000,0.0031,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0008,0.0000,0.0000,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,-0.00,-0.00,-0.00,-0.00
0.528,HOVER,0.0000,0.0000,0.0200,0.0000,0.0000,0.5000,0.4800,0.0000,-0.0000,0.0000,0.0201,-0.0000,0.0000,0.0030,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0008,0.0000,0.0000,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,-0.00,-0.00,-0.00,-0.00
0.536,HOVER,0.0000,0.0000,0.0200,0.0000,0.0000,0.5000,0.4800,0.0000,-0.0000,0.0000,0.0201,-0.0000,0.0000,0.0030,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0008,0.0000,0.0000,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,-0.00,-0.00,-0.00,-0.00
0.544,HOVER,0.0000,0.0000,0.0200,0.0000,0.0000,0.5000,0.4800,0.0000,-0.0000,0.0000,0.0201,-0.0000,0.0000,0.0030,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0008,0.0000,0.0000,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,-0.00,-0.00,-0.00,-0.00
0.552,HOVER,0.0000,0.0000,0.0200,0.0000,0.0000,0.5000,0.4800,0.0000,-0.0000,0.0000,0.0201,-0.0000,0.0000,0.0030,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0007,0.0000,0.0000,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,-0.00,-0.00,-0.00,-0.00
0.560,HOVER,0.0000,0.0000,0.0200,0.0000,0.0000,0.5000,0.4800,0.0000,-0.0000,0.0000,0.0201,-0.0000,0.0000,0.0030,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0007,0.0000,0.0000,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,-0.00,-0.00,-0.00,-0.00
0.568,HOVER,0.0000,0.0000,0.0200,0.0000,0.0000,0.5000,0.4800,0.0000,-0.0000,0.0000,0.0201,-0.0000,0.0000,0.0029,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0007,0.0000,0.0000,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,-0.00,-0.00,-0.00,-0.00
0.576,HOVER,0.0000,0.0000,0.0200,0.0000,0.0000,0.5000,0.4800,0.0000,-0.0000,0.0000,0.0201,-0.0000,0.0000,0.0029,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0007,0.0000,0.0000,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,-0.00,-0.00,-0.00,-0.00
0.584,HOVER,0.0000,0.0000,0.0200,0.0000,0.0000,0.5000,0.4800,0.0000,-0.0000,0.0000,0.0201,-0.0000,0.0000,0.0029,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0007,0.0000,0.0000,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,-0.00,-0.00,-0.00,-0.00
0.592,HOVER,0.0000,0.0000,0.0200,0.0000,0.0000,0.5000,0.4800,0.0000,-0.0000,0.0000,0.0201,-0.0000,0.0000,0.0029,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0007,0.0000,0.0000,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,-0.00,-0.00,-0.00,-0.00
0.600,HOVER,0.0000,0.0000,0.0200,0.0000,0.0000,0.5000,0.4800,0.0000,-0.0000,0.0000,0.0201,-0.0000,0.0000,0.0029,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0007,0.0000,0.0000,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,-0.00,-0.00,-0.00,-0.00
0.608,HOVER,0.0000,0.0000,0.0200,0.0000,0.0000,0.5000,0.4800,0.0000,-0.0000,0.0000,0.0201,-0.0000,0.0000,0.0028,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0007,0.0000,0.0000,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,-0.00,-0.00,-0.00,-0.00
0.616,HOVER,0.0000,0.0000,0.0200,0.0000,0.0000,0.5000,0.4800,0.0000,-0.0000,0.0000,0.0201,-0.0000,0.0000,0.0028,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0007,0.0000,0.0000,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,-0.00,-0.00,-0.00,-0.00
0.624,HOVER,0.0000,0.0000,0.0200,0.0000,0.0000,0.5000,0.4800,0.0000,-0.0000,0.0000,0.0201,-0.0000,0.0000,0.0028,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0007,0.0000,0.0000,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,-0.00,-0.00,-0.00,-0.00
0.632,HOVER,0.0000,0.0000,0.0200,0.0000,0.0000,0.5000,0.4800,0.0000,-0.0000,0.0000,0.0201,-0.0000,0.0000,0.0028,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0007,0.0000,0.0000,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,-0.00,-0.00,-0.00,-0.00
